anxiety_level,self_esteem,mental_health_history,depression,headache,blood_pressure,sleep_quality,breathing_problem,noise_level,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,bullying
-0.346571965638851,-0.07088280879676558,-0.9932049043079223,-0.33764806556597415,-0.375810851089305,-1.4238920605229957,-0.4192897138349345,0.8656731212063142,0.25205252964521513,-0.4518907750490889,-0.5130897883543021,-0.5484307907910586,-0.5452416935236061,0.2982536352461744,0.2631194525134058,-0.43414226635602865,0.12225325920773944,-0.5362023761637531,0.15306363058369987,-0.41184605451632095
0.14428103290544422,-0.07088280879676558,-0.9932049043079223,0.055208211690161525,0.33387487628963974,-1.4238920605229957,-0.4192897138349345,-0.5489830471531225,0.25205252964521513,-0.4518907750490889,0.2013390308732071,-0.5484307907910586,0.1562388478517935,-0.45812445990262485,-0.45373849860670884,0.2167013356768593,0.12225325920773944,0.16596740214592356,-0.555862658435542,0.24591170950248578
-0.346571965638851,1.3797421154161083,1.006841584916269,-1.3852648049156693,0.33387487628963974,0.9742419361473128,0.2303140681628513,0.8656731212063142,1.0116628929595617,2.228989328612921,1.6301966693282255,-1.9493570488349823,-1.2467222348990057,1.0546317303949737,0.2631194525134058,-0.43414226635602865,-0.8383080631387853,-1.2383721544734299,1.5709162086221835,0.24591170950248578
0.14428103290544422,0.040703723834993946,1.006841584916269,0.1861603041088734,-0.375810851089305,-1.4238920605229957,-0.4192897138349345,-0.5489830471531225,-0.5075578336691314,-0.4518907750490889,0.2013390308732071,-0.5484307907910586,-0.5452416935236061,0.2982536352461744,0.2631194525134058,-0.43414226635602865,0.12225325920773944,0.16596740214592356,-0.555862658435542,-0.41184605451632095
-1.1646602965460098,0.93339598488907,-0.9932049043079223,-0.8614564352408217,-1.0854965784682498,-0.22482506218784143,0.8799178501606371,-1.2563111313328408,-1.267168196983478,1.335362627392251,0.9157678501007163,0.8524954672528651,1.5591999306025928,-1.2145025550514241,0.9799774036335205,-1.0849858683889166,1.082814581554264,-0.5362023761637531,-0.555862658435542,-1.0696038185351278
-1.8191309612717368,0.8218094522573106,-0.9932049043079223,-1.647168989753093,-1.0854965784682498,-0.22482506218784143,0.8799178501606371,-1.2563111313328408,-1.267168196983478,0.44173592617158103,0.9157678501007163,0.8524954672528651,0.8577193892271932,-1.2145025550514241,0.9799774036335205,-1.0849858683889166,1.082814581554264,-0.5362023761637531,-0.555862658435542,-1.0696038185351278
0.4715163652683077,-0.07088280879676558,-0.9932049043079223,-0.20669597314726226,0.33387487628963974,-1.4238920605229957,0.2303140681628513,-0.5489830471531225,0.25205252964521513,0.44173592617158103,-0.5130897883543021,0.15203233823090323,0.1562388478517935,-0.45812445990262485,0.2631194525134058,0.2167013356768593,1.082814581554264,-0.5362023761637531,-0.555862658435542,0.24591170950248578
1.61684002853833,0.15229025646675345,1.006841584916269,1.4956812282959924,-0.375810851089305,0.9742419361473128,0.8799178501606371,0.8656731212063142,0.25205252964521513,1.335362627392251,-1.9419474268093204,-1.9493570488349823,0.1562388478517935,0.2982536352461744,0.2631194525134058,-0.43414226635602865,-1.79886938548531,0.16596740214592356,-1.2647889474547838,1.5614272375400993
0.30789869908687595,0.8218094522573106,1.006841584916269,-0.20669597314726226,-0.375810851089305,-1.4238920605229957,-0.4192897138349345,-0.5489830471531225,0.25205252964521513,-0.4518907750490889,0.2013390308732071,0.15203233823090323,-0.5452416935236061,0.2982536352461744,0.2631194525134058,0.2167013356768593,1.082814581554264,0.16596740214592356,0.15306363058369987,0.24591170950248578
-1.4918956289088732,1.0449825175208296,-0.9932049043079223,-0.7305043428221099,-1.0854965784682498,-0.22482506218784143,0.8799178501606371,-1.2563111313328408,-1.267168196983478,1.335362627392251,0.9157678501007163,1.552958596274827,0.8577193892271932,-1.2145025550514241,1.6968353547536352,-1.0849858683889166,1.082814581554264,-1.2383721544734299,-1.2647889474547838,-1.0696038185351278
